100; 4192.09
300; 38165.5
500; 104438
700; 201805
900; 336039
1100; 500416
1300; 687033
1500; 924368
1700; 1.18154e+06
1900; 1.4683e+06
2100; 1.78512e+06
2300; 2.17199e+06
2500; 2.55524e+06
2700; 2.97751e+06
2900; 3.46618e+06
3100; 3.94503e+06
3300; 4.47341e+06
3500; 5.02071e+06
3700; 5.59275e+06
3900; 6.21849e+06
4100; 6.86007e+06
4300; 7.55659e+06
4500; 8.26338e+06
4700; 8.9747e+06
4900; 9.82294e+06
5100; 1.07126e+07
5300; 1.15164e+07
5500; 1.23518e+07
5700; 1.32891e+07
5900; 1.42157e+07
6100; 1.52318e+07
6300; 1.6202e+07
6500; 1.7374e+07
6700; 1.84573e+07
6900; 1.95427e+07
7100; 2.06914e+07
7300; 2.18401e+07
7500; 2.30571e+07
7700; 2.42003e+07
7900; 2.53801e+07
8100; 2.68262e+07
8300; 2.82159e+07
8500; 2.95485e+07
8700; 3.09439e+07
8900; 3.23201e+07
200; 16918.7
9100; 3.37842e+07
9300; 3.53434e+07
400; 65021.1
9500; 3.69547e+07
600; 148523
9700; 3.86682e+07
9900; 4.03225e+07
800; 262954
1000; 404882
1200; 587604
1400; 803907
1600; 1.06108e+06
1800; 1.34167e+06
2000; 1.65341e+06
2200; 1.96015e+06
2400; 2.37339e+06
2600; 2.77324e+06
2800; 3.21366e+06
3000; 3.67562e+06
3200; 4.19901e+06
3400; 4.73395e+06
3600; 5.27052e+06
3800; 5.96619e+06
4000; 6.48478e+06
4200; 7.25691e+06
4400; 7.92691e+06
4600; 8.62748e+06
4800; 9.43907e+06
5000; 1.02556e+07
5200; 1.10078e+07
5400; 1.19444e+07
5600; 1.28603e+07
5800; 1.38022e+07
6000; 1.47495e+07
6200; 1.56676e+07
6400; 1.67586e+07
6600; 1.78356e+07
6800; 1.88385e+07
7000; 2.00881e+07
7200; 2.12608e+07
7400; 2.24656e+07
7600; 2.35917e+07
7800; 2.47322e+07
8000; 2.62688e+07
8200; 2.74677e+07
8400; 2.88294e+07
8600; 3.03568e+07
8800; 3.17357e+07
9000; 3.30558e+07
9200; 3.443e+07
9400; 3.62082e+07
9600; 3.76671e+07
9800; 3.9338e+07
10000; 4.08854e+07
